"OBJECTID,N,10,0","ID,N,10,0","ADDRESS,C,80","TERMINAL_N,C,80","LATITUDE,N,24,15","LONGITUDE,N,24,15","INSTALLED,C,80","LOCKED,C,80","INSTALL_DA,C,80","REMOVAL_DA,C,80","TEMPORARY_,C,80","NUMBER_OF_,N,10,0","NUMBER_O_1,N,10,0","X,N,24,15","Y,N,24,15","SE_ANNO_CA,C,80"
74321276,160,Fairfax Dr & Wilson Blvd,31023,38.885801,-77.097745,YES,NO,1969-12-31T20:00:00.000Z,,NO,3,8,391519.53488356,135333.64078152,
74321277,161,Key Blvd & N Quinn St,31027,38.896015,-77.078107,YES,NO,1969-12-31T20:00:00.000Z,,NO,3,8,393224.3192932,136465.83335402,
74321278,162,1st & K St SE,31628,38.87861,-77.006004,YES,NO,1969-12-31T20:00:00.000Z,,NO,4,11,399479.03366972,134530.86164671,
74321279,163,39th & Calvert St NW / Stoddert,31306,38.922649,-77.077271,YES,NO,1969-12-31T20:00:00.000Z,,NO,0,19,393299.34379144,139422.36308098,
74321280,164,1st & Washington Hospital Center NW,31507,38.928743,-77.012457,YES,NO,1969-12-31T20:00:00.000Z,,NO,4,10,398919.86707704,140096.08692818,
74321281,165,Virginia Square Metro / N Monroe St & 9th St N,31024,38.882788,-77.103148,YES,NO,1969-12-31T20:00:00.000Z,,NO,0,18,391050.38685989,134999.69056817,
74321282,166,Central Library / N Quincy St & 10th St N,31025,38.88397,-77.10783,YES,NO,1969-12-31T20:00:00.000Z,,NO,6,3,390644.30934888,135131.37099114,
74321283,167,Washington Blvd & 10th St N,31026,38.884734,-77.093485,YES,NO,1969-12-31T20:00:00.000Z,,NO,8,7,391889.01580315,135214.80848005,
74321284,168,Jefferson Dr & 14th St SW,31247,38.888553,-77.032429,YES,NO,1969-12-31T20:00:00.000Z,,NO,11,9,397186.53186857,135635.0937417,
74321285,169,Smithsonian / Jefferson Dr & 12th St SW,31248,38.888767,-77.02858,YES,NO,1969-12-31T20:00:00.000Z,,NO,3,17,397520.46999936,135658.73782359,
74321286,170,George Mason Dr & Wilson Blvd,31036,38.87887,-77.1207,YES,NO,1969-12-31T20:00:00.000Z,,NO,5,10,389526.91727648,134566.63015205,
74321287,171,6th St & Indiana Ave NW,31264,38.894573,-77.01994,YES,NO,1969-12-31T20:00:00.000Z,,NO,13,4,398270.19576117,136303.05019148,
74321288,172,N Veitch & Key Blvd,31028,38.893241,-77.086045,YES,NO,1969-12-31T20:00:00.000Z,,NO,4,7,392535.41805911,136158.51666851,
74321289,173,N Adams St & Lee Hwy,31030,38.89593,-77.089006,YES,NO,1969-12-31T20:00:00.000Z,,NO,17,6,392278.83629398,136457.26307774,
74321290,174,15th & N Scott St,31031,38.89054,-77.08095,YES,NO,1969-12-31T20:00:00.000Z,,NO,9,2,392977.15386494,135858.28028852,
74321291,175,Washington Blvd & 7th St N,31032,38.880834,-77.091129,YES,NO,1969-12-31T20:00:00.000Z,,NO,4,7,392092.9958064,134781.67205596,
74321292,178,Jefferson Memorial,31249,38.879819,-77.037413,YES,NO,1969-12-31T20:00:00.000Z,,NO,7,15,396753.73375318,134665.71792817,
74321293,179,Good Hope Rd & 14th St SE,31803,38.866611,-76.985238,YES,NO,1969-12-31T20:00:00.000Z,,NO,11,3,401281.11228246,133198.96929326,
74321294,180,Glebe Rd & 11th St N,31038,38.883921,-77.116817,YES,NO,1969-12-31T20:00:00.000Z,,NO,2,8,389864.56068615,135126.89103108,
74321295,181,N Quincy St & Wilson Blvd,31039,38.880151,-77.107673,YES,NO,1969-12-31T20:00:00.000Z,,NO,6,9,390657.43115972,134707.41693593,
74321296,182,Fairfax Dr & Kenmore St,31040,38.884616,-77.10108,YES,NO,1969-12-31T20:00:00.000Z,,NO,1,9,391230.0410303,135202.41180552,
74321297,183,Gallaudet / 8th St & Florida Ave NE,31508,38.90509,-76.9941,YES,NO,1969-12-31T20:00:00.000Z,,NO,8,8,400511.75228339,137470.34907981,
74321298,185,20th & L St NW,31250,38.903584,-77.044789,YES,NO,1969-12-31T20:00:00.000Z,,NO,11,8,396115.02439795,137304.10738551,
74321299,186,12th & L St NW,31251,38.903819,-77.0284,YES,NO,1969-12-31T20:00:00.000Z,,NO,7,12,397536.60617,137329.6244241,
74321300,187,21st St & Pennsylvania Ave NW,31252,38.901539,-77.046564,YES,NO,1969-12-31T20:00:00.000Z,,NO,11,8,395960.94600021,137077.17295375,
74321301,188,19th & K St NW,31253,38.902204,-77.04337,YES,NO,1969-12-31T20:00:00.000Z,,NO,10,13,396238.03496422,137150.85682925,
74321302,189,Prince St & Union St,31041,38.803124,-77.040363,YES,NO,1969-12-31T20:00:00.000Z,,NO,11,6,396494.00267968,126152.15218226,
74321303,190,Market Square / King St & Royal St,31042,38.804718,-77.043363,YES,NO,1969-12-31T20:00:00.000Z,,NO,10,4,396233.50175862,126329.21564255,
74321304,191,Saint Asaph St & Pendleton  St,31043,38.810743,-77.044664,YES,NO,1969-12-31T20:00:00.000Z,,NO,9,3,396120.82449056,126998.08315733,
74321305,192,King St & Patrick St,31044,38.805317,-77.049883,YES,NO,1969-12-31T20:00:00.000Z,,NO,10,5,395667.21274018,126395.99762896,
74321306,193,15th & K St NW,31254,38.902,-77.03353,YES,NO,1969-12-31T20:00:00.000Z,,NO,20,7,397091.55982715,137127.85168549,
74321307,194,Commerce St & Fayette St,31045,38.805648,-77.05293,YES,NO,1969-12-31T20:00:00.000Z,,NO,7,8,395402.57471448,126432.8897394,
74321308,195,Henry St & Pendleton St,31046,38.811456,-77.050276,YES,NO,1969-12-31T20:00:00.000Z,,NO,4,11,395633.45246838,127077.48415181,
74321309,196,Braddock Rd Metro,31047,38.814577,-77.052808,YES,NO,1969-12-31T20:00:00.000Z,,NO,15,4,395413.7448307,127424.05927501,
74321310,197,King St Metro,31048,38.805767,-77.06072,YES,NO,1969-12-31T20:00:00.000Z,,NO,8,15,394725.95516096,126446.52067087,
74321311,198,24th & N St NW,31255,38.9066,-77.05152,YES,NO,1969-12-31T20:00:00.000Z,,NO,2,12,395531.3698104,137639.21579131,
74321312,199,10th & E St NW,31256,38.895914,-77.026064,YES,NO,1969-12-31T20:00:00.000Z,,NO,9,5,397738.97843831,136452.04567026,
74321313,200,22nd & I St NW / Foggy Bottom,31257,38.90088,-77.048911,YES,NO,1969-12-31T20:00:00.000Z,,NO,4,10,395757.32337487,137004.12512577,
74321314,201,Utah St & 11th St N,31049,38.883669,-77.113905,YES,NO,1969-12-31T20:00:00.000Z,,NO,1,10,390117.18065021,135098.59783356,
74321315,202,Barton St & 10th St N,31050,38.884961,-77.08777,YES,NO,1969-12-31T20:00:00.000Z,,NO,0,9,392384.88706428,135239.51496366,
74321316,176,Ballston Metro / N Stuart & 9th St N,31037,38.881044,-77.111768,YES,NO,1969-12-31T20:00:00.000Z,,NO,3,14,390302.23781937,134806.97373735,
74321317,177,N Randolph St & Fairfax Dr,31034,38.882629,-77.109366,YES,NO,1969-12-31T20:00:00.000Z,,NO,0,10,390510.86258655,134982.66832544,
74321318,203,Arlington Blvd & N Queen St,31051,38.889365,-77.077294,YES,NO,1969-12-31T20:00:00.000Z,,NO,1,8,393294.22093326,135727.57124359,
74321319,204,Lincoln Memorial,31258,38.888251,-77.049426,YES,NO,1969-12-31T20:00:00.000Z,,NO,9,14,395711.89180633,135602.23051407,
74321320,206,20th St & Virginia Ave NW,31259,38.894722,-77.045128,YES,NO,1969-12-31T20:00:00.000Z,,NO,9,5,396085.13339566,136320.36909798,
74321321,207,5th St & Massachusetts Ave NW,31265,38.90093,-77.018677,YES,NO,1969-12-31T20:00:00.000Z,,NO,0,17,398379.90597158,137008.70467648,
74321322,208,39th & Veazey St NW,31308,38.943837,-77.077078,YES,NO,1969-12-31T20:00:00.000Z,,NO,8,7,393318.06595366,141774.40034915,
74321323,209,Fessenden St & Wisconsin Ave NW,31309,38.954812,-77.082426,YES,NO,1969-12-31T20:00:00.000Z,,NO,7,8,392855.54507199,142993.1290753,
74321324,210,M St & Delaware Ave NE,31627,38.905707,-77.003041,YES,NO,1969-12-31T20:00:00.000Z,,NO,10,13,399736.23301134,137538.82894813,
74321325,211,Columbia Pike & S Courthouse Rd,31053,38.863833,-77.080319,YES,NO,1969-12-31T20:00:00.000Z,,NO,11,3,393029.28804682,132893.55385171,
74321326,212,Walter Reed Community Center / Walter Reed Dr & 16th St S,31054,38.857803,-77.086733,YES,NO,1969-12-31T20:00:00.000Z,,NO,6,2,392471.99507726,132224.68968124,
74321327,213,28th St S & S Meade St,31055,38.846222,-77.069275,YES,NO,1969-12-31T20:00:00.000Z,,NO,12,2,393986.28914822,130937.82204983,
74321328,214,18th St & Wyoming Ave NW,31114,38.918809,-77.041571,YES,NO,1969-12-31T20:00:00.000Z,,NO,1,22,396394.92173743,138994.07565048,
74321329,215,5th & Kennedy St NW,31403,38.956595,-77.019815,YES,NO,1969-12-31T20:00:00.000Z,,NO,8,7,398282.53401468,143188.01940434,
74321330,216,Georgia Ave & Emerson St NW,31405,38.949662,-77.027333,YES,NO,1969-12-31T20:00:00.000Z,,NO,8,11,397630.68061866,142418.56148209,
74321331,217,14th & Upshur St NW,31406,38.942016,-77.032652,YES,NO,1969-12-31T20:00:00.000Z,,NO,4,14,397169.30765214,141569.93848837,
74321332,218,14th St & Colorado Ave NW,31407,38.956432,-77.032947,YES,NO,1969-12-31T20:00:00.000Z,,NO,6,13,397144.31085359,143170.25383441,
74321333,229,17th St & Massachusetts Ave NW,31267,38.908142,-77.038359,YES,NO,1969-12-31T20:00:00.000Z,,NO,9,8,396672.97197532,137809.82841168,
74321334,230,15th & Euclid St  NW,31117,38.92333,-77.0352,YES,NO,1969-12-31T20:00:00.000Z,,NO,0,15,396947.61465,139495.71246314,
74321335,231,8th & East Capitol St NE,31629,38.889988,-76.995193,YES,NO,1969-12-31T20:00:00.000Z,,NO,2,7,400417.03628136,135793.90119809,
74321336,232,New Jersey Ave & R St NW,31509,38.912659,-77.017669,YES,NO,1969-12-31T20:00:00.000Z,,NO,2,13,398467.59465205,138310.70186081,
74321337,233,15th & East Capitol St NE,31630,38.889908,-76.983326,YES,NO,1969-12-31T20:00:00.000Z,,NO,2,8,401446.57181554,135785.14170208,
74321338,234,8th & F St NE,31631,38.897274,-76.994749,YES,NO,1969-12-31T20:00:00.000Z,,NO,0,15,400455.50943968,136602.70680593,
74321339,235,18th St & Rhode Island Ave NE,31510,38.927095,-76.978924,YES,NO,1969-12-31T20:00:00.000Z,,NO,6,7,401827.51926549,139913.2820472,
74321340,236,15th & F St NE,31632,38.897195,-76.983575,YES,NO,1969-12-31T20:00:00.000Z,,NO,5,14,401424.82399465,136594.05225642,
74321341,237,12th & Irving St NE,31511,38.928644,-76.990955,YES,NO,1969-12-31T20:00:00.000Z,,NO,9,4,400784.28320356,140085.0622346,
74321342,238,34th St & Minnesota Ave SE,31709,38.884085,-76.957461,YES,NO,1969-12-31T20:00:00.000Z,,NO,3,8,403690.82037747,135139.4713363,
74321343,239,Alabama & MLK Ave SE,31800,38.843222,-76.999388,YES,NO,1969-12-31T20:00:00.000Z,,NO,7,3,400053.12949919,130602.51954593,
74321344,240,Pleasant St & MLK Ave SE,31807,38.863897,-76.990037,YES,NO,1969-12-31T20:00:00.000Z,,NO,6,5,400864.66651397,132897.63895866,
74321345,241,Neal St & Trinidad Ave NE,31512,38.903732,-76.987211,YES,NO,1969-12-31T20:00:00.000Z,,NO,8,7,401109.30924373,137319.66124122,
74321346,242,12th & U St NW,31268,38.916787,-77.028139,YES,NO,1969-12-31T20:00:00.000Z,,NO,20,10,397559.68883751,138769.17197864,
74321347,243,S George Mason Dr & Four Mile Run,31063,38.852248,-77.105022,YES,NO,1969-12-31T20:00:00.000Z,,NO,8,1,390883.88955688,131609.71253131,
74321348,244,S Stafford & 34th St S,31064,38.834108,-77.087323,YES,NO,1969-12-31T20:00:00.000Z,,NO,5,6,392418.26989469,129594.42903651,
74321349,247,3rd St & Pennsylvania Ave SE,31269,38.887378,-77.001955,YES,NO,1969-12-31T20:00:00.000Z,,NO,14,0,399830.38573816,135504.16169424,
74321350,248,8th & D St NW,31270,38.894851,-77.02324,YES,NO,1969-12-31T20:00:00.000Z,,NO,6,8,397983.92709424,136333.97809506,
74321351,249,3rd & Elm St NW,31118,38.917622,-77.01597,YES,NO,1969-12-31T20:00:00.000Z,,NO,0,15,398615.04270249,138861.60900002,
74321352,250,Rhode Island Ave & V St NE,31513,38.918155,-77.004746,YES,NO,1969-12-31T20:00:00.000Z,,NO,11,7,399588.4183945,138920.6660217,
74321353,251,Constitution Ave & 2nd St NW/DOL,31271,38.892275,-77.013917,YES,NO,1969-12-31T20:00:00.000Z,,NO,20,3,398792.6549073,136047.85718073,
74321354,252,Washington & Independence Ave SW/HHS,31272,38.88731,-77.01397,YES,NO,1969-12-31T20:00:00.000Z,,NO,23,1,398787.97264086,135496.70408896,
74321355,264,E Montgomery Ave & Maryland Ave,32007,39.084125,-77.151291,YES,NO,1969-12-31T20:00:00.000Z,,NO,8,7,386910.31438669,157355.87132814,
74321356,265,Cordell & Norfolk Ave,32008,38.98954,-77.098029,YES,NO,1969-12-31T20:00:00.000Z,,NO,7,4,391507.26098283,146849.60289105,
74321357,266,Frederick Ave & Horners Ln,32009,39.094772,-77.145213,YES,NO,1969-12-31T20:00:00.000Z,,NO,5,6,387438.06215384,158536.96474703,
74321358,267,Philadelphia & Maple Ave,32010,38.98128,-77.011336,YES,NO,1969-12-31T20:00:00.000Z,,NO,4,10,399017.79198301,145928.16270611,
74321359,268,Maple & Ritchie Ave,32011,38.983627,-77.006311,YES,NO,1969-12-31T20:00:00.000Z,,NO,6,12,399453.20125046,146188.66055368,
74321360,269,Silver Spring Metro/Colesville Rd & Wayne Ave,32012,38.99521,-77.02918,YES,NO,1969-12-31T20:00:00.000Z,,NO,8,11,397472.19246231,147474.87366525,
74321361,270,Montgomery & East Ln,32013,38.983525,-77.095367,YES,NO,1969-12-31T20:00:00.000Z,,NO,1,9,391737.18561936,146181.63464028,
74321362,271,Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir,32014,38.961763,-77.085998,YES,NO,1969-12-31T20:00:00.000Z,,NO,4,15,392546.66110808,143765.03951761,
74321363,272,14th & Belmont St NW,31119,38.921074,-77.031887,YES,NO,1969-12-31T20:00:00.000Z,,NO,0,15,397234.81559,139245.17181709,
74321364,273,3rd & Tingey St SE,31634,38.87501,-77.0024,YES,NO,1969-12-31T20:00:00.000Z,,NO,15,4,399791.74179325,134131.220022,
74321365,274,10th & Florida Ave NW,31120,38.920387,-77.025672,YES,NO,1969-12-31T20:00:00.000Z,,NO,5,13,397773.74796634,139168.73911509,
74321366,288,Battery Ln & Trolley Trail,32027,38.992375,-77.100104,YES,NO,1969-12-31T20:00:00.000Z,,NO,3,12,391327.8386053,147164.51103503,
74321367,289,Norfolk & Rugby Ave,32028,38.990639,-77.100239,YES,NO,1969-12-31T20:00:00.000Z,,NO,5,6,391315.93174708,146971.81066443,
74321368,290,Offutt Ln & Chevy Chase Dr,32029,38.977093,-77.094589,YES,NO,1969-12-31T20:00:00.000Z,,NO,4,7,391803.8534602,145467.55036065,
74321369,291,Broschart & Blackwell Rd,32030,39.102099,-77.200322,YES,NO,1969-12-31T20:00:00.000Z,,NO,7,8,382672.5405711,159359.37466242,
74321370,292,Taft St & E Gude Dr,32031,39.094103,-77.132954,YES,NO,1969-12-31T20:00:00.000Z,,NO,6,9,388498.44225283,158461.08173,
74321371,245,N Pershing Dr & Wayne St,31065,38.880705,-77.08596,YES,NO,1969-12-31T20:00:00.000Z,,NO,4,6,392541.48161705,134766.91705858,
74321372,246,Columbia Pike & S Orme St,31066,38.867262,-77.072315,YES,NO,1969-12-31T20:00:00.000Z,,NO,2,9,393724.23923893,133273.6172133,
74321373,293,Fleet St & Ritchie Pkwy,32032,39.076331,-77.141378,YES,NO,1969-12-31T20:00:00.000Z,,NO,3,11,387766.64569552,156489.26883494,
74321374,294,Piccard & W Gude Dr,32033,39.102212,-77.177091,YES,NO,1969-12-31T20:00:00.000Z,,NO,6,13,384681.99807835,159367.76528288,
74321375,295,Ripley & Bonifant St,32034,38.992679,-77.029457,YES,NO,1969-12-31T20:00:00.000Z,,NO,4,11,397448.10582111,147193.91499269,
74321376,296,Georgia Ave & Spring St,32035,38.999388,-77.031555,YES,NO,1969-12-31T20:00:00.000Z,,NO,5,5,397266.61108519,147938.74232081,
74321377,297,Fenton St & Ellsworth Dr,32036,38.997033,-77.025608,YES,NO,1969-12-31T20:00:00.000Z,,NO,8,5,397781.68474404,147677.15218341,
74321378,298,King Farm Blvd & Pleasant Dr,32037,39.114688,-77.171487,YES,NO,1969-12-31T20:00:00.000Z,,NO,7,11,385169.33354228,160751.83427443,
74321379,299,King Farm Blvd & Piccard Dr,32038,39.110314,-77.182669,YES,NO,1969-12-31T20:00:00.000Z,,NO,5,9,384201.31311065,160268.14020717,
74321380,301,Calvert St & Woodley Pl NW,31121,38.923583,-77.050046,YES,NO,1969-12-31T20:00:00.000Z,,NO,8,10,395660.25194765,139524.3986898,
74321381,302,New Jersey Ave & N St NW/Dunbar HS,31636,38.90706,-77.015231,YES,NO,1969-12-31T20:00:00.000Z,,NO,4,15,398678.93496158,137689.1287794,
74321382,303,Nannie Helen Burroughs Ave & 49th St NE,31710,38.898536,-76.931862,YES,NO,1969-12-31T20:00:00.000Z,,NO,6,4,405910.67420774,136744.99164114,
74321383,304,Deanwood Rec Center,31711,38.908473,-76.933099,YES,NO,1969-12-31T20:00:00.000Z,,NO,8,7,405802.5614741,137847.99932996,
74321384,305,Hains Point/Buckeye & Ohio Dr SW,31273,38.878433,-77.03023,YES,NO,1969-12-31T20:00:00.000Z,,NO,9,8,397376.94021436,134511.63048068,
74321385,306,Arlington Blvd & Fillmore St,31070,38.873755,-77.089233,YES,NO,1969-12-31T20:00:00.000Z,,NO,8,3,392256.73815346,133995.68730513,
74321386,307,Long Bridge Park/Long Bridge Dr & 6th St S,31071,38.86646,-77.04826,YES,NO,1969-12-31T20:00:00.000Z,,NO,8,7,395811.77300147,133183.21065875,
74321387,316,Shady Grove Hospital,32042,39.097636,-77.196636,YES,NO,1969-12-31T20:00:00.000Z,,NO,7,9,382990.30463098,158863.23308023,
74321388,317,Veterans Pl & Pershing Dr,32043,38.997445,-77.023894,YES,NO,1969-12-31T20:00:00.000Z,,NO,2,9,397930.17345122,147722.84809045,
74321389,318,Rockville Metro East,32044,39.085394,-77.145803,YES,NO,1969-12-31T20:00:00.000Z,,NO,9,4,387385.36031083,157495.97307419,
74321390,319,1st & H St NW,31638,38.900358,-77.012108,YES,NO,1969-12-31T20:00:00.000Z,,NO,10,3,398949.71056005,136945.11200625,
74321391,320,Fort Totten Metro,31515,38.952369,-77.002721,YES,NO,1969-12-31T20:00:00.000Z,,NO,3,16,399764.14322203,142718.71185822,
74321392,321,Takoma Metro,31408,38.975219,-77.016855,YES,NO,1969-12-31T20:00:00.000Z,,NO,5,13,398539.47386044,145255.40691126,
74321393,322,Rhode Island Ave Metro,31516,38.920682,-76.995876,YES,NO,1969-12-31T20:00:00.000Z,,NO,1,18,400357.62798091,139201.18164889,
74321394,323,Rolfe St & 9th St S,31075,38.866471,-77.076131,YES,NO,1969-12-31T20:00:00.000Z,,NO,4,6,393392.99961931,133186.07966769,
74321395,324,Shirlington Transit Center / S Quincy & Randolph St,31076,38.839912,-77.087083,YES,NO,1969-12-31T20:00:00.000Z,,NO,8,6,392439.72224526,130238.69248395,
74321396,325,Shady Grove Metro West,32045,39.119765,-77.166093,YES,NO,1969-12-31T20:00:00.000Z,,NO,11,7,385636.84639948,161314.58449914,
74321397,350,Spring St & Second Ave,32050,38.997653,-77.034499,YES,NO,1969-12-31T20:00:00.000Z,,NO,5,10,397011.52018405,147746.23200566,
74321398,352,S Joyce & 16th St S,31091,38.859254,-77.063275,YES,NO,1969-12-31T20:00:00.000Z,,NO,7,7,394508.14728183,132384.08827775,
74321399,354,N Nelson St & Lee Hwy,31092,38.895929,-77.105246,YES,NO,1969-12-31T20:00:00.000Z,,NO,5,9,390870.03622761,136458.65095695,
74321400,355,21st St N & N Pierce St,31093,38.898984,-77.078317,YES,NO,1969-12-31T20:00:00.000Z,,NO,7,8,393206.38482175,136795.43149257,
74321401,219,S Troy St & 26th St S,31056,38.847977,-77.075104,YES,NO,1969-12-31T20:00:00.000Z,,NO,4,7,393480.43841302,131133.03943473,
74321402,220,S Four Mile Run Dr & S Shirlington Rd,31057,38.8444,-77.085931,YES,NO,1969-12-31T20:00:00.000Z,,NO,5,6,392540.20426708,130736.79656,
74321403,221,S Oakland St & Columbia Pike,31058,38.860789,-77.09586,YES,NO,1969-12-31T20:00:00.000Z,,NO,4,6,391680.16396318,132556.94935025,
74321404,222,S Abingdon St & 36th St S,31059,38.835213,-77.094295,YES,NO,1969-12-31T20:00:00.000Z,,NO,4,7,391813.06003968,129717.6936302,
74321405,223,S Arlington Mill Dr & Campbell Ave,31060,38.84232,-77.089555,YES,NO,1969-12-31T20:00:00.000Z,,NO,11,2,392225.37311813,130506.2046103,
74321406,224,S Kenmore & 24th St S,31061,38.848454,-77.084918,YES,NO,1969-12-31T20:00:00.000Z,,NO,5,5,392628.5628703,131186.73644678,
74321407,225,13th St & Eastern Ave,32006,38.987,-77.029417,YES,NO,1969-12-31T20:00:00.000Z,,NO,4,11,397451.3679179,146563.48846577,
74321408,226,Wisconsin Ave & O St NW,31312,38.90849,-77.063586,YES,NO,1969-12-31T20:00:00.000Z,,NO,0,19,394484.96152307,137849.68097811,
74321409,227,S George Mason Dr & 13th St S,31062,38.854691,-77.100555,YES,NO,1969-12-31T20:00:00.000Z,,NO,8,3,391271.93225753,131880.46618931,
74321410,228,Connecticut & Nebraska Ave NW,31310,38.955016,-77.069956,YES,NO,1969-12-31T20:00:00.000Z,,NO,13,10,393936.42688566,143014.87282821,
74321411,282,47th & Elm St,32021,38.982456,-77.091991,YES,NO,1969-12-31T20:00:00.000Z,,NO,3,12,392029.57027544,146062.66507911,
74321412,283,Garland Ave & Walden Rd,32022,39.000578,-77.00149,YES,NO,1969-12-31T20:00:00.000Z,,NO,4,11,399870.93387652,148070.37306511,
74321413,284,Montgomery College/W Campus Dr & Mannakee St,32023,39.095661,-77.159048,YES,NO,1969-12-31T20:00:00.000Z,,NO,5,15,386241.41121024,158637.64923132,
74321414,285,Fenton St & Gist Ave,32024,38.989724,-77.023854,YES,NO,1969-12-31T20:00:00.000Z,,NO,3,8,397933.4145005,146865.73881136,
74321415,286,Carroll & Westmoreland Ave,32025,38.975,-77.01121,YES,NO,1969-12-31T20:00:00.000Z,,NO,8,7,399028.62364911,145231.02061742,
74321416,287,Carroll & Ethan Allen Ave,32026,38.977933,-77.006472,YES,NO,1969-12-31T20:00:00.000Z,,NO,8,6,399439.20704805,145556.57211519,
74321417,308,Old Georgetown Rd & Southwick St,32039,38.999634,-77.109647,YES,NO,1969-12-31T20:00:00.000Z,,NO,9,8,390502.08229336,147971.28240078,
74321418,309,Friendship Blvd & Willard Ave,32040,38.96115,-77.088659,YES,NO,1969-12-31T20:00:00.000Z,,NO,1,18,392315.96955553,143697.21146898,
74321419,310,North Capitol St & G Pl NE,31637,38.899703,-77.008911,YES,NO,1969-12-31T20:00:00.000Z,,NO,8,11,399227.02220444,136872.3698297,
74321420,311,31st & Woodrow St S,31072,38.837666,-77.09482,YES,NO,1969-12-31T20:00:00.000Z,,NO,6,2,391767.76100852,129990.04042841,
74321421,312,Washington Blvd & Walter Reed Dr,31073,38.873219,-77.082104,YES,NO,1969-12-31T20:00:00.000Z,,NO,14,1,392875.30889503,133935.6067688,
74321422,253,Independence Ave & LEnfant Plaza SW/DOE,31633,38.887312,-77.025762,YES,NO,1969-12-31T20:00:00.000Z,,NO,10,3,397764.90711108,135497.14874174,
74321423,254,Hamlin & 7th St NE,31514,38.927497,-76.997194,YES,NO,1969-12-31T20:00:00.000Z,,NO,5,10,400243.30946072,139957.7002703,
74321424,255,Columbia Pike & S Walter Reed Dr,31067,38.862478,-77.086599,YES,NO,1969-12-31T20:00:00.000Z,,NO,6,6,392484.11792553,132743.63730167,
74321425,256,Columbia Pike & S Dinwiddie St / Arlington Mill Community Center,31068,38.856319,-77.11153,YES,NO,1969-12-31T20:00:00.000Z,,NO,10,4,390319.53509636,132062.29229881,
74321426,257,Pershing & N George Mason Dr,31069,38.871822,-77.107906,YES,NO,1969-12-31T20:00:00.000Z,,NO,4,6,390636.1213437,133782.8595827,
74321427,258,Fenton St & New York Ave,32001,38.985404,-77.023082,YES,NO,1969-12-31T20:00:00.000Z,,NO,2,11,398000.17527578,146386.15892257,
74321428,259,Bethesda Ave & Arlington Rd,32002,38.981103,-77.097426,YES,NO,1969-12-31T20:00:00.000Z,,NO,6,11,391558.50228853,145912.95751583,
74321429,260,Montgomery Ave & Waverly St,32003,38.983838,-77.09221,YES,NO,1969-12-31T20:00:00.000Z,,NO,4,7,392010.75030162,146216.09966891,
74321430,261,Fallsgrove Blvd & Fallsgrove Dr,32004,39.096312,-77.192672,YES,NO,1969-12-31T20:00:00.000Z,,NO,7,12,383332.89363763,158715.52157619,
74321431,262,Traville Gateway Dr & Gudelsky Dr,32005,39.093783,-77.202501,YES,NO,1969-12-31T20:00:00.000Z,,NO,7,12,382482.01381244,158436.61187288,
74321432,263,Norfolk Ave & Fairmont St,32000,38.988562,-77.096539,YES,NO,1969-12-31T20:00:00.000Z,,NO,7,4,391636.2322207,146740.89768535,
74321433,275,Potomac Ave & 8th St SE,31635,38.876737,-76.994468,YES,NO,1969-12-31T20:00:00.000Z,,NO,7,8,400480.02354886,134322.94186107,
74321434,276,Crabbs Branch Way & Redland Rd,32015,39.120045,-77.156985,YES,NO,1969-12-31T20:00:00.000Z,,NO,9,6,386424.52768958,161344.27440776,
74321435,277,Fallsgrove Dr & W Montgomery Ave,32016,39.099376,-77.188014,YES,NO,1969-12-31T20:00:00.000Z,,NO,8,7,383736.53425668,159054.82333901,
74321436,278,Monroe St & Monroe Pl,32017,39.082779,-77.148827,YES,NO,1969-12-31T20:00:00.000Z,,NO,9,6,387123.25568331,157206.09862962,
74321437,279,Needwood Rd & Eagles Head Ct,32018,39.123513,-77.15741,YES,NO,1969-12-31T20:00:00.000Z,,NO,5,10,386388.43917458,161729.3311025,
74321438,280,East West Hwy & Blair Mill Rd,32019,38.990249,-77.02935,YES,NO,1969-12-31T20:00:00.000Z,,NO,5,10,397457.28862708,146924.15777926,
74321439,281,Crabbs Branch Way & Calhoun Pl,32020,39.107709,-77.152072,YES,NO,1969-12-31T20:00:00.000Z,,NO,6,9,386847.10375582,159974.10023058,
74321440,313,TJ Cmty Ctr / 2nd St & S Old Glebe Rd,31074,38.869418,-77.095596,YES,NO,1969-12-31T20:00:00.000Z,,NO,8,5,391704.07999902,133514.80715931,
74321441,314,Connecticut Ave & Tilden St NW,31313,38.941154,-77.062036,YES,NO,1969-12-31T20:00:00.000Z,,NO,7,8,394621.86255124,141475.56998399,
74321442,315,Medical Center Dr & Key West Ave,32041,39.103091,-77.196442,YES,NO,1969-12-31T20:00:00.000Z,,NO,5,9,383008.38939989,159468.76971438,
74321443,326,River Rd & Landy Ln,32046,38.964992,-77.103381,YES,NO,1969-12-31T20:00:00.000Z,,NO,7,11,391040.50480235,144125.05115003,
74321444,327,Rockville Metro West,32047,39.084379,-77.146866,YES,NO,1969-12-31T20:00:00.000Z,,NO,9,10,387293.21007282,157383.44319069,
74321445,328,Bethesda Metro,32048,38.984691,-77.094537,YES,NO,1969-12-31T20:00:00.000Z,,NO,1,11,391809.23272994,146310.99720784,
